identifier,formula,atoms,num_atoms,Formula_original,Temperature (K),TC,DOI,formation_energy_per_atom,cif_path
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,548,2, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-22811,InCuSe2,"MSONAtoms(symbols='In2Cu2Se4', pbc=True, cell=[[5.30343187, 0.0, -2.36287905], [-1.05275226, 5.19789387, -2.36287906], [-0.00154665, -0.00189174, 7.12968618]])",4,Cu25In25Se50,575,1.87, 10.1103/PhysRevB.84.075203,-0.555774406,downloaded_cif_TE\mp-22811_InCuSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,300,0.79, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,346,0.73, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,399,0.69, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,451,0.66, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,498,0.64, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,550,0.6, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,598,0.58, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,650,0.56, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,697,0.54, 10.1039/C9RA00077A,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,374,0.62, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,422,0.5, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,473,0.45, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,524,0.4, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,573,0.38, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,624,0.35, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,675,0.34, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,725,0.31, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,776,0.3, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-20554,InAgSe2,"MSONAtoms(symbols='In2Ag2Se4', pbc=True, cell=[[5.56639428, -0.0, -2.58113602], [-1.19687241, 5.43619846, -2.58113601], [0.0375852, 0.04676096, 7.3737763]])",4,Ag25In25Se50,803,0.3, 10.1016/j.nanoen.2025.111491,-0.651237781,downloaded_cif_TE\mp-20554_InAgSe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,320,1.58,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,363,1.5,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,410,1.39,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,457,1.32,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,503,1.18,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,600,1.16,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,550,1.06,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,818,0.69,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-1216671,TmCuTe2,"MSONAtoms(symbols='TmCuTe2', pbc=True, cell=[[-2.165452, -3.750819, -7e-05], [-4.331031, 7.3e-05, -7e-05], [-0.000117, -6.8e-05, -6.840277]], initial_magmoms=...)",4,Tm25Cu25Te50,720,0.71,10.1002/chem.201404453,-1.014480289,downloaded_cif_TE\mp-1216671_TmCuTe2.cif
mp-3497,FeCuS2,"MSONAtoms(symbols='Fe2Cu2S4', pbc=True, cell=[[-2.631813, 2.631813, 5.114921], [2.631813, -2.631813, 5.114921], [2.631813, 2.631813, -5.114921]], initial_magmoms=...)",4,Cu25Fe25S50,300,8.43,10.1021/acs.jpcc.6b10308,-0.514438674,downloaded_cif_TE\mp-3497_FeCuS2.cif
mp-3497,FeCuS2,"MSONAtoms(symbols='Fe2Cu2S4', pbc=True, cell=[[-2.631813, 2.631813, 5.114921], [2.631813, -2.631813, 5.114921], [2.631813, 2.631813, -5.114921]], initial_magmoms=...)",4,Cu25Fe25S50,390,5.79,10.1021/acs.jpcc.6b10308,-0.514438674,downloaded_cif_TE\mp-3497_FeCuS2.cif
mp-3497,FeCuS2,"MSONAtoms(symbols='Fe2Cu2S4', pbc=True, cell=[[-2.631813, 2.631813, 5.114921], [2.631813, -2.631813, 5.114921], [2.631813, 2.631813, -5.114921]], initial_magmoms=...)",4,Cu25Fe25S50,510,3.51,10.1021/acs.jpcc.6b10308,-0.514438674,downloaded_cif_TE\mp-3497_FeCuS2.cif
mp-3497,FeCuS2,"MSONAtoms(symbols='Fe2Cu2S4', pbc=True, cell=[[-2.631813, 2.631813, 5.114921], [2.631813, -2.631813, 5.114921], [2.631813, 2.631813, -5.114921]], initial_magmoms=...)",4,Cu25Fe25S50,600,2.62,10.1021/acs.jpcc.6b10308,-0.514438674,downloaded_cif_TE\mp-3497_FeCuS2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,296,0.65,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,375,0.67,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,478,0.64,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,425,0.67,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,528,0.57,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,577,0.43,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,625,0.44,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-27916,AgBiSe2,"MSONAtoms(symbols='Ag3Bi3Se6', pbc=True, cell=[[4.17172187, 0.0, 0.0], [-2.08586093, 3.61281642, 0.0], [0.0, -0.0, 19.75476391]])",4,Ag25Bi25Se50,675,0.46,10.1021/ja312474n,-0.496019999,downloaded_cif_TE\mp-27916_AgBiSe2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,300,1.41,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,350,1.22,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,400,1.08,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,450,0.96,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,500,0.87,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,550,0.81,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,600,0.76,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-19774,Eu(CdSb)2,"MSONAtoms(symbols='EuCd2Sb2', pbc=True, cell=[[2.37196127, -4.10835633, -0.0], [2.37196127, 4.10835633, 0.0], [-0.0, -0.0, 7.70451817]])",5,Eu20Cd40Sb40,650,0.74,10.1039/b916346h,-0.554503041,downloaded_cif_TE\mp-19774_Eu(CdSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,300,2.61,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,350,2.26,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,400,2,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,450,1.8,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,500,1.67,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,550,1.57,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,600,1.49,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-1069042,Eu(ZnSb)2,"MSONAtoms(symbols='EuZn2Sb2', pbc=True, cell=[[2.2554324, -3.90652404, -0.0], [2.2554324, 3.90652404, 0.0], [0.0, 0.0, 7.52254615]])",5,Eu20Zn40Sb40,650,1.42,10.1039/b916346h,-0.556385139,downloaded_cif_TE\mp-1069042_Eu(ZnSb)2.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,773,0.48,10.1039/c2ee21274a,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,332,1.34,10.1039/c3ra40457a,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,470,1.13,10.1039/c3ra40457a,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,565,0.89,10.1039/c3ra40457a,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,660,0.67,10.1039/c3ra40457a,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-1196139,Mg3Sb2,"MSONAtoms(symbols='Mg24Sb16', pbc=True, cell=[[-6.65230025, -6.65230025, 6.65230025], [-6.65230025, 6.65230025, -6.65230025], [6.65230025, -6.65230025, -6.65230025]])",5,Mg60Sb40,750,0.6,10.1039/c3ra40457a,-0.428131339,downloaded_cif_TE\mp-1196139_Mg3Sb2.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,323,0.61,https://doi.org/10.1021/ja2091195,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,523,0.5,https://doi.org/10.1021/ja2091195,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,723,0.45,https://doi.org/10.1021/ja2091195,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-23116,CuBiSeO,"MSONAtoms(symbols='Cu2Bi2Se2O2', pbc=True, cell=[3.949713, 3.949713, 9.067505], initial_magmoms=...)",4,Bi25Cu25Se25O25,923,0.42,https://doi.org/10.1021/ja2091195,-0.832861201,downloaded_cif_TE\mp-23116_CuBiSeO.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,300,7.95,10.1039/c4ta05530f,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,400,7.37,10.1039/c4ta05530f,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,500,6.55,10.1039/c4ta05530f,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,600,5.61,10.1039/c4ta05530f,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-3839,GaCuTe2,"MSONAtoms(symbols='Ga2Cu2Te4', pbc=True, cell=[[5.49271447, 0.0, -2.47680511], [-1.11685453, 5.37796991, -2.47680512], [0.01815879, 0.02231603, 7.36916275]])",4,Cu25Ga25Te50,325,6.96,10.1039/c6ta11120c,-0.346341945,downloaded_cif_TE\mp-3839_GaCuTe2.cif
mp-3839,GaCuTe2,"MSONAtoms(symbols='Ga2Cu2Te4', pbc=True, cell=[[5.49271447, 0.0, -2.47680511], [-1.11685453, 5.37796991, -2.47680512], [0.01815879, 0.02231603, 7.36916275]])",4,Cu25Ga25Te50,375,5.75,10.1039/c6ta11120c,-0.346341945,downloaded_cif_TE\mp-3839_GaCuTe2.cif
mp-3839,GaCuTe2,"MSONAtoms(symbols='Ga2Cu2Te4', pbc=True, cell=[[5.49271447, 0.0, -2.47680511], [-1.11685453, 5.37796991, -2.47680512], [0.01815879, 0.02231603, 7.36916275]])",4,Cu25Ga25Te50,718,2.57,10.1039/c6ta11120c,-0.346341945,downloaded_cif_TE\mp-3839_GaCuTe2.cif
mp-3839,GaCuTe2,"MSONAtoms(symbols='Ga2Cu2Te4', pbc=True, cell=[[5.49271447, 0.0, -2.47680511], [-1.11685453, 5.37796991, -2.47680512], [0.01815879, 0.02231603, 7.36916275]])",4,Cu25Ga25Te50,775,2.41,10.1039/c6ta11120c,-0.346341945,downloaded_cif_TE\mp-3839_GaCuTe2.cif
mp-3839,GaCuTe2,"MSONAtoms(symbols='Ga2Cu2Te4', pbc=True, cell=[[5.49271447, 0.0, -2.47680511], [-1.11685453, 5.37796991, -2.47680512], [0.01815879, 0.02231603, 7.36916275]])",4,Cu25Ga25Te50,818,2.24,10.1039/c6ta11120c,-0.346341945,downloaded_cif_TE\mp-3839_GaCuTe2.cif
mp-3839,GaCuTe2,"MSONAtoms(symbols='Ga2Cu2Te4', pbc=True, cell=[[5.49271447, 0.0, -2.47680511], [-1.11685453, 5.37796991, -2.47680512], [0.01815879, 0.02231603, 7.36916275]])",4,Cu25Ga25Te50,868,2.09,10.1039/c6ta11120c,-0.346341945,downloaded_cif_TE\mp-3839_GaCuTe2.cif
