identifier,formula,atoms,num_atoms,Formula_original,Temperature (K),TC,DOI,formation_energy_per_atom,cif_path
mp-1883,SnTe,"MSONAtoms(symbols='SnTe', pbc=True, cell=[[3.90180836, 1e-08, 2.25271045], [1.30060313, 3.67866008, 2.25271045], [1e-08, 1e-08, 4.50541987]])",2,Sn50Te50,723,4.61,https://doi.org/10.1021/acsami.0c09781,-0.26504988,downloaded_cif_TE\mp-1883_SnTe.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,299.6765,1.10609,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,323.803,1.05971,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,347.9363,1.02725,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,375.276,0.985507,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,399.994,0.990145,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,424.709,1.00406,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,451.342,1.05971,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,474.674,1.12928,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,500.577,1.1942,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,525.81,1.28232,10.1126/science.1156446,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,324.117,0.293542,10.1039/c3ra23197f,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,373.265,0.285722,10.1039/c3ra23197f,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,424.411,0.286122,10.1039/c3ra23197f,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,474.577,0.264639,10.1039/c3ra23197f,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,523.731,0.25135,10.1039/c3ra23197f,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,572.868,0.254469,10.1039/c3ra23197f,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,301.276,0.964507,https://api.semanticscholar.org/corpusid:137891673,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,322.035,0.917647,https://api.semanticscholar.org/corpusid:137891673,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,341.947,0.861209,https://api.semanticscholar.org/corpusid:137891673,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,361.576,0.803405,https://api.semanticscholar.org/corpusid:137891673,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,380.926,0.746976,https://api.semanticscholar.org/corpusid:137891673,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,400.571,0.716569,https://api.semanticscholar.org/corpusid:137891673,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,299.381,0.900272,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,309.598,0.887193,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,320.124,0.876294,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,329.721,0.867575,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,339.938,0.856676,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,350.464,0.858856,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,359.443,0.861035,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,369.969,0.871935,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,379.567,0.882834,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,389.783,0.902452,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,400,0.922071,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,410.217,0.948229,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,419.195,0.972207,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,430.341,1.0049,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,439.938,1.04196,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,449.845,1.07684,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,460.062,1.11826,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,469.969,1.16403,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,479.876,1.21853,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,489.783,1.28174,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-1227403,Bi(SbTe2)3,"MSONAtoms(symbols='BiSb3Te6', pbc=True, cell=[[20.616245, -2.182162, 0.0], [20.616245, 2.182162, 0.0], [20.38527, 0.0, 3.772551]], initial_magmoms=...)",10,Bi10Sb30Te60,500,1.33624,10.1002/aenm.201401391,-0.407621485,downloaded_cif_TE\mp-1227403_Bi(SbTe2)3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,47.626,0.821547,10.1039/c4nr00191e,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,100.189,1.12395,10.1039/c4nr00191e,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,149.769,1.21476,10.1039/c4nr00191e,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,198.73,1.37606,10.1039/c4nr00191e,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,248.922,1.42841,10.1039/c4nr00191e,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,299.73,1.41668,10.1039/c4nr00191e,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,300,0.559223,10.1021/nl203389x,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,325.214,0.559223,10.1021/nl203389x,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,349.573,0.605825,10.1021/nl203389x,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,375.214,0.605825,10.1021/nl203389x,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,400,0.613592,10.1021/nl203389x,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,300.273,1.073185027,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,310.36,1.065656528,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,319.989,1.060063509,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,330.536,1.060031359,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,340.626,1.068365292,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,350.252,1.049154135,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,359.886,1.07253329,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,369.977,1.094471778,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,379.608,1.101829496,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,390.158,1.125690351,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,400.249,1.146294489,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,409.424,1.176662595,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,420.89,1.19906855,10.1063/1.2425007,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,299.549,1.43319,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,309.859,1.37405,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,320.167,1.28584,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,329.611,1.14927,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,339.63,1.03202,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,349.939,0.963189,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,360.252,0.93312,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
mp-34202,Bi2Te3,"MSONAtoms(symbols='Bi2Te3', pbc=True, cell=[[10.82767426, -2.20906506, 0.05426101], [10.82767426, 2.20906506, 0.05426101], [10.35795043, -0.0, 3.85153248]])",5,Bi40Te60,369.706,0.912824,10.1021/nl202935k,-0.274401004,downloaded_cif_TE\mp-34202_Bi2Te3.cif
